LMS1    4435.300    102.996     0.584       5056.066    151.776     1.178       
LMS2    11256.071   156.264     0.793       4760.241    120.274     1.262       
LMS3    2714.688    89.975      0.128       5848.767    152.907     1.599       
W1      9671.905    171.885     1.341       11025.589   4090.290    20838.018   
W2      5345.794    111.194     0.279       6093.994    2260.760    11517.458   
W3      6096.108    112.828     1.556       6949.322    2578.070    13134.000   
W4      8283.788    133.832     1.370       9443.190    3503.250    17847.334   
W5      6596.171    127.000     1.324       7519.374    2789.549    14211.381   
W6      1973.692    72.299      1.210       2249.931    834.683     4252.299    
W7      9064.122    165.311     0.907       10332.740   3833.256    19528.555   
W8      3308.078    83.825      0.856       3771.078    1399.001    7127.220    
W9      1818.230    65.365      0.750       2072.710    768.937     3917.356    
W10     2669.337    76.908      0.846       3042.938    1128.874    5751.058    
W11     5351.151    100.126     0.238       6100.100    2263.025    11528.998   
W12     3715.006    84.834      1.046       4234.960    1571.092    8003.942    
W13     5171.168    104.190     0.547       5894.927    2186.909    11141.227   
W14     4375.618    88.123      1.257       4988.032    1850.468    9427.223    
W15     6470.557    133.552     1.112       7376.179    2736.427    13940.747   
W16     4757.756    96.763      0.749       5423.653    2012.075    10250.535   
W17     7297.819    121.440     1.268       8319.225    3086.279    15723.073   
W18     465.212     43.034      30.892      530.323     196.740     1002.294    
W19     5183.560    103.799     0.739       5909.053    2192.150    11167.926   
W20     4156.104    89.314      0.516       4737.794    1757.634    8954.282    
W21     3400.192    85.685      1.585       3876.084    1437.956    7325.677    
W22     6467.529    142.868     0.545       7372.727    2735.146    13934.223   
W23     4603.096    108.565     0.755       5247.348    1946.669    9917.322    
W24     4576.254    100.908     1.494       5216.749    1935.318    9859.490    
W25     4888.109    158.098     3.372       5572.251    2067.202    10531.380   
W26     5911.811    116.717     1.066       6739.230    2500.130    12736.935   
W27     3697.215    84.626      1.258       4214.678    1563.568    7965.610    
W28     3423.314    80.543      0.105       3902.443    1447.734    7375.495    
W29     4141.955    94.726      1.790       4721.665    1751.650    8923.798    
W30     5729.286    96.419      1.705       6531.160    2422.940    12343.687   
W31     5859.850    113.151     0.921       6679.997    2478.156    12624.985   
W32     6636.809    116.074     0.707       7565.699    2806.735    14298.934   
W33     4407.208    87.939      0.280       5024.043    1863.827    9495.283    
W34     7325.932    127.353     1.821       8351.272    3098.168    15783.644   
W35     6295.776    115.462     0.252       7176.936    2662.511    13564.183   
W36     3532.820    84.231      0.446       4027.275    1494.045    7611.423    
W37     4090.696    87.505      0.991       4663.231    1729.973    8813.361    
W38     3968.591    81.118      4.365       4524.036    1678.334    8550.286    
W39     5866.430    105.196     2.419       6687.498    2480.938    12639.161   
W40     6108.309    102.698     1.955       6963.230    2583.230    13160.287   
W41     4335.984    94.202      0.289       4942.850    1833.706    9341.831    
W42     2885.903    70.965      1.129       3289.815    1220.461    6217.647    
W43     6870.090    119.672     1.043       7831.630    2905.391    14801.536   
W44     6628.318    126.706     1.284       7556.021    2803.144    14280.642   
W45     4837.812    90.387      2.841       5514.915    2045.932    10423.016   
W46     6097.847    110.641     1.820       6951.304    2578.806    13137.746   
W47     5755.689    102.683     0.293       6561.258    2434.106    12400.571   
W48     1708.905    66.014      0.315       1948.084    722.703     3681.818    
W49     4196.188    100.833     2.345       4783.489    1774.586    9040.644    
W50     7187.571    122.082     0.582       8193.546    3039.655    15485.545   
W51     4971.990    99.204      0.773       5667.872    2102.676    10712.101   
W52     5338.382    103.041     1.817       6085.544    2257.625    11501.487   
W53     1931.854    61.043      0.662       2202.237    816.989     4162.158    
W54     4886.894    96.607      1.685       5570.865    2066.688    10528.761   
W55     2328.636    61.469      0.062       2654.553    984.790     5017.021    
W56     5742.257    119.194     0.436       6545.946    2428.425    12371.633   
W57     4827.972    100.362     1.566       5503.697    2041.770    10401.815   
W58     6396.324    116.950     0.878       7291.556    2705.033    13780.812   
W59     4065.834    88.945      1.208       4634.890    1719.459    8759.796    
W60     7365.028    117.836     0.744       8395.841    3114.702    15867.876   
W61     4123.332    88.003      0.129       4700.436    1743.775    8883.675    
W62     4619.535    95.060      1.199       5266.087    1953.621    9952.739    
W63     5797.354    109.313     0.926       6608.753    2451.726    12490.337   
W64     4651.158    93.223      1.313       5302.136    1966.995    10020.870   
W65     7289.759    130.993     0.797       8310.036    3082.870    15705.708   
W66     7816.424    143.802     1.253       8910.414    3305.599    16840.402   
W67     7204.266    120.371     2.472       8212.578    3046.715    15521.516   
W68     6258.245    114.321     0.673       7134.151    2646.639    13483.322   
W69     4248.466    93.984      1.454       4843.083    1796.694    9153.274    
W70     3755.411    84.874      1.469       4281.021    1588.180    8090.994    
W71     5089.311    97.324      2.196       5801.613    2152.291    10964.866   
W72     4101.229    91.451      1.348       4675.239    1734.427    8836.055    
W73     5159.571    106.356     1.127       5881.707    2182.005    11116.241   
W74     6034.588    109.958     0.975       6879.192    2552.053    13001.457   
W75     7611.483    136.120     0.812       8676.790    3218.929    16398.861   
W76     7274.596    133.805     2.018       8292.752    3076.458    15673.041   
W77     4179.764    91.657      0.779       4764.766    1767.640    9005.258    
W78     5615.564    102.695     2.006       6401.521    2374.846    12098.673   
W79     5306.686    101.582     2.328       6049.412    2244.220    11433.198   
W80     6095.019    109.932     0.458       6948.081    2577.610    13131.654   
W81     3829.000    90.643      2.231       4364.909    1619.301    8249.541    
W82     3801.707    84.647      4.057       4333.795    1607.758    8190.736    
W83     3882.818    89.806      0.356       4426.258    1642.060    8365.489    
W84     3428.691    84.515      0.625       3908.572    1450.008    7387.079    
W85     2937.338    80.855      2.249       3348.449    1242.213    6328.464    
W86     1213.282    58.080      0.400       1383.094    513.102     2614.004    
W87     4083.250    101.589     0.612       4654.744    1726.824    8797.319    
W88     4555.182    99.649      1.559       5192.727    1926.406    9814.091    
W89     5938.493    109.488     0.785       6769.647    2511.414    12794.421   
W90     3180.892    79.072      2.179       3626.091    1345.213    6853.199    
W91     2009.285    66.367      2.345       2290.505    849.735     4328.983    
W92     4905.113    104.377     0.725       5591.634    2074.393    10568.014   
W93     3065.918    69.854      0.825       3495.025    1296.590    6605.488    
W94     7717.681    117.645     0.857       8797.851    3263.840    16627.662   
W95     3824.382    87.514      0.186       4359.644    1617.348    8239.590    
W96     4005.862    88.987      0.523       4566.524    1694.096    8630.588    
W97     6134.534    109.770     0.993       6993.126    2594.321    13216.789   
W98     6580.928    122.432     0.703       7501.998    2783.103    14178.540   
W99     7334.475    133.506     0.613       8361.012    3101.781    15802.049   
W100    5549.889    107.862     1.248       6326.653    2347.072    11957.177   
W101    5097.905    105.943     0.586       5811.410    2155.926    10983.382   
W102    6015.497    117.562     0.492       6857.429    2543.979    12960.325   
W103    7933.631    129.554     0.690       9044.025    3355.167    17092.926   
W104    4412.660    95.372      1.325       5030.258    1866.133    9507.029    
W105    5053.049    115.758     0.324       5760.276    2136.956    10886.740   
W106    3702.713    88.551      0.966       4220.946    1565.893    7977.457    
W107    8805.309    167.960     1.369       10037.703   3723.803    18970.943   
W108    7942.292    146.827     0.978       9053.899    3358.830    17111.586   
W109    5306.344    113.682     1.421       6049.022    2244.076    11432.463   
W110    5159.292    110.079     1.149       5881.389    2181.887    11115.641   
W111    4361.428    91.572      0.905       4971.855    1844.467    9396.651    
W112    5671.135    109.605     0.513       6464.870    2398.347    12218.401   
W113    3174.055    76.578      0.230       3618.297    1342.322    6838.468    
W114    4764.060    97.299      0.722       5430.840    2014.741    10264.117   
W115    5434.409    120.220     0.338       6195.011    2298.235    11708.376   
W116    1638.538    71.148      2.135       1867.869    692.945     3530.213    
W117    2935.901    77.351      0.438       3346.811    1241.605    6325.367    
W118    5757.337    110.995     1.299       6563.137    2434.803    12404.123   
W119    3120.105    78.204      1.814       3556.797    1319.506    6722.234    
W120    3279.055    79.656      1.203       3737.993    1386.726    7064.689    
W121    6323.588    132.299     0.927       7208.640    2674.272    13624.104   
W122    8297.050    132.957     0.300       9458.309    3508.858    17875.906   
W123    5775.611    101.596     0.846       6583.968    2442.531    12443.493   
W124    4541.981    102.389     1.095       5177.679    1920.823    9785.650    
W125    5613.149    116.079     1.326       6398.768    2373.825    12093.471   
W126    4116.643    88.031      0.418       4692.810    1740.946    8869.264    
W127    3239.617    82.361      0.550       3693.035    1370.048    6979.721    
W128    3904.031    89.536      1.586       4450.441    1651.031    8411.193    
W129    7295.853    123.543     0.915       8316.983    3085.448    15718.837   
W130    1349.482    61.709      0.186       1538.356    570.702     2907.445    
W131    5077.035    100.993     0.665       5787.619    2147.100    10938.419   
W132    4198.498    89.405      0.249       4786.121    1775.563    9045.618    
W133    6528.244    125.603     1.748       7441.940    2760.823    14065.033   
W134    4556.896    106.352     1.040       5194.681    1927.131    9817.783    
W135    6988.602    113.796     0.794       7966.730    2955.510    15056.869   
W136    5822.059    105.952     1.437       6636.917    2462.174    12543.564   
W137    5363.910    98.757      0.702       6114.645    2268.420    11556.486   
W138    7128.886    127.836     1.175       8126.648    3014.837    15359.110   
W139    3354.689    90.773      1.700       3824.213    1418.713    7227.643    
W140    4708.994    102.663     0.297       5368.066    1991.454    10145.477   
W141    3927.778    93.803      0.715       4477.512    1661.074    8462.356    
W142    5939.912    107.732     1.110       6771.264    2512.014    12797.477   
W143    6660.684    113.331     2.279       7592.917    2816.832    14350.373   
W144    5384.549    112.876     1.086       6138.173    2277.149    11600.954   
W145    3192.340    81.547      0.947       3639.141    1350.054    6877.862    
W146    4123.807    87.231      0.553       4700.977    1743.976    8884.698    
W147    3460.658    91.704      0.498       3945.013    1463.527    7455.952    
W148    7646.695    120.819     0.785       8716.930    3233.820    16474.725   
W149    3849.945    90.286      0.937       4388.785    1628.158    8294.666    
W150    1979.020    64.521      0.036       2256.005    836.936     4263.778    
W151    3023.605    76.292      0.253       3446.790    1278.696    6514.326    
W152    6103.224    110.188     0.442       6957.434    2581.080    13149.332   
W153    4144.270    92.189      2.113       4724.303    1752.629    8928.785    
W154    4416.220    93.059      0.143       5034.316    1867.638    9514.698    
W155    6192.498    110.014     0.586       7059.202    2618.834    13341.671   
W156    2680.373    78.731      0.698       3055.519    1133.541    5774.834    
W157    4700.827    105.602     0.967       5358.756    1988.000    10127.881   
W158    5328.208    102.976     0.931       6073.946    2253.322    11479.567   
W159    4128.166    84.919      0.111       4705.946    1745.819    8894.090    
W160    2274.370    70.581      0.730       2592.692    961.841     4900.107    
W161    5916.587    102.456     0.314       6744.675    2502.150    12747.224   
W162    2526.278    81.744      1.804       2879.856    1068.374    5442.838    
W163    3446.238    85.565      0.755       3928.574    1457.429    7424.882    
W164    7752.879    128.588     1.174       8837.976    3278.726    16703.496   
W165    6953.364    121.819     0.162       7926.560    2940.608    14980.950   
W166    3394.341    90.935      1.487       3869.414    1435.481    7313.071    
W167    1785.158    70.900      2.283       2035.010    754.951     3846.104    
W168    2697.320    75.641      0.345       3074.838    1140.708    5811.348    
W169    4219.304    88.126      1.061       4809.840    1784.362    9090.446    
W170    3821.679    84.489      2.744       4356.563    1616.205    8233.768    
W171    6961.962    118.264     1.209       7936.361    2944.244    14999.474   
W172    3299.054    100.398     1.810       3760.791    1395.184    7107.777    
W173    6065.024    109.142     0.313       6913.887    2564.925    13067.030   
W174    3845.283    88.018      1.353       4383.471    1626.187    8284.622    
W175    6669.737    125.900     0.795       7603.236    2820.660    14369.878   
W176    4920.573    99.957      2.569       5609.258    2080.931    10601.322   
W177    6184.650    108.629     0.795       7050.257    2615.515    13324.764   
W178    5482.095    116.314     1.370       6249.371    2318.401    11811.115   
W179    4464.832    93.884      1.889       5089.732    1888.197    9619.434    
W180    4542.209    89.935      0.723       5177.939    1920.920    9786.143    
W181    4586.153    92.261      0.295       5228.033    1939.504    9880.817    
W182    4058.864    88.602      0.597       4626.944    1716.511    8744.778    
W183    2483.281    74.948      3.367       2830.842    1050.190    5350.203    
W184    3825.245    90.541      1.731       4360.628    1617.713    8241.449    
W185    6250.298    106.924     1.404       7125.093    2643.278    13466.202   
W186    6085.208    113.892     0.804       6936.896    2573.460    13110.516   
W187    2326.825    76.980      0.330       2652.488    984.024     5013.120    
W188    3303.240    80.198      1.922       3765.563    1396.954    7116.796    
W189    4918.493    95.805      0.867       5606.887    2080.052    10596.841   
W190    5318.924    112.653     1.877       6063.363    2249.396    11459.565   
W191    5389.685    101.762     3.528       6144.028    2279.321    11612.020   
W192    4688.427    96.284      0.429       5344.622    1982.756    10101.167   
W193    2994.513    78.312      2.796       3413.627    1266.393    6451.647    
W194    2904.191    77.963      1.194       3310.662    1228.195    6257.048    
W195    5089.610    101.495     0.473       5801.954    2152.418    10965.511   
W196    2146.856    62.429      0.698       2447.331    907.915     4625.378    
W197    5622.921    107.407     1.901       6409.908    2377.958    12114.524   
W198    2742.070    81.711      1.151       3125.851    1159.633    5907.760    
W199    4600.485    91.348      1.263       5244.371    1945.565    9911.696    
W200    3538.742    89.547      0.893       4034.025    1496.549    7624.182    
W201    8321.772    144.408     0.435       9486.491    3519.313    17929.170   
W202    2911.840    75.211      0.829       3319.383    1231.430    6273.529    
W203    6520.042    115.388     0.956       7432.589    2757.354    14047.360   
W204    4926.000    96.926      0.708       5615.444    2083.226    10613.014   
W205    6741.178    147.292     1.073       7684.676    2850.873    14523.796   
W206    4645.120    93.616      0.792       5295.253    1964.441    10007.862   
W207    6863.946    121.960     0.710       7824.627    2902.792    14788.300   
W208    4602.942    100.505     0.926       5247.171    1946.604    9916.989    
W209    4628.729    95.466      0.377       5276.568    1957.509    9972.548    
W210    3374.236    80.237      0.461       3846.496    1426.979    7269.756    
W211    7971.887    131.326     1.356       9087.636    3371.345    17175.348   
W212    5930.807    118.973     0.740       6760.885    2508.164    12777.860   
W213    6829.461    118.579     0.365       7785.316    2888.209    14714.002   
W214    5207.342    95.097      0.687       5936.164    2202.207    11219.163   
W215    7995.691    133.234     0.841       9114.771    3381.412    17226.633   
W216    6809.807    117.780     1.461       7762.911    2879.897    14671.657   
W217    3984.056    89.345      2.003       4541.667    1684.875    8583.606    
